compound,logFC,AveExpr,t,P.Value,adj.P.Val,B
QI1573,-1.2858876334701748,17.113037531542997,-22.280293417714898,1.3094882460117608e-24,1.1935687751432196e-22,45.918588593338754
QI1247,-3.4503142051205895,11.038792789769014,-21.84426271338919,2.7796423536139368e-24,2.5051136312738637e-22,45.15878400293761
C32:0 DAG,0.9360349382091577,20.453928842024606,21.713290408570852,3.493458428292717e-24,3.113447783703987e-22,44.92799600991599
QI634,-1.7350951802042758,13.430412678380666,-21.41689420126001,5.885406714279352e-24,5.187565632443372e-22,44.40125601991474
QI6759,-2.856255844733976,18.487228771823066,-21.325732445600806,6.917934303254597e-24,6.031385983304905e-22,44.23799047973745
QI1186,-5.246734706355143,11.965132140246995,-20.858046441773155,1.5999941702262145e-23,1.3799519612241362e-21,43.39090590218565
QI274,-2.977381678381281,14.87866418311798,-19.990245629933995,7.908840385323835e-23,6.74859667347686e-21,41.775667948589415
QI1240,-3.239503119987809,11.999660818725436,-19.88657462118358,9.608750322454169e-23,8.112819614358409e-21,41.5788025756688
QI698,-2.4061718525782005,15.132974006367617,-19.802355778211393,1.1262142677857846e-22,9.409754835322685e-21,41.418247634331365
QI7767,5.836380850761996,12.887907448126866,19.39842808667811,2.430456407968819e-22,2.0097619431255565e-20,40.64026469495241
QI6464,-1.026655408366853,19.733284639357123,-19.30922654822184,2.8854898036634825e-22,2.3616850729780402e-20,40.46666468007608
QI7369,-1.5231545911294297,16.819550162722145,-19.30091063041198,2.932121680157533e-22,2.3756109087417748e-20,40.45044716100543
QI7706,5.035137662747966,12.268570605246651,19.26045331585394,3.1702179134436644e-22,2.542831788373163e-20,40.37146653777776
QI7302,-2.7564333332996327,12.500970411056606,-18.37533460696881,1.8094960083301303e-21,1.4370264834471262e-19,38.60889309050005
QI7234,-2.1336973404643675,13.844293224763705,-17.894773878915665,4.7908063149757586e-21,3.7673585737667216e-19,37.62325768949292
QI7275,-2.179035355415614,12.228009260233225,-17.79638697022384,5.862340578236329e-21,4.565226580391611e-19,37.41889117229083
C34:0 DAG,0.9162099587985821,20.220690904016195,17.27976303202627,1.7164259734271173e-20,1.3237935320056642e-18,36.33105107271459
QI6786,-4.9418329826133345,12.039831732323066,-17.175087554129533,2.1402060760792363e-20,1.6349136129744337e-18,36.107575181666434
QI6849,-3.618841993302304,13.675780449367332,-17.160083475086093,2.2091656249475736e-20,1.6716714601608008e-18,36.075456541078324
QI1749,-0.5881695710953139,20.758207418912132,-16.96340025510994,3.354444737379534e-20,2.5145795550019855e-18,35.6524200988366
QI303,-1.4356646977140954,15.284221842047948,-16.60612146511333,7.231416877309404e-20,5.370666182675808e-18,34.874314240319194
QI7784,-0.39636821829358126,16.98453881504884,-16.588528193589887,7.512582726748798e-20,5.5282959680047805e-18,34.835672616668646
QI6681,-2.1577269857123085,17.39974416425916,-16.464585343318795,9.837092501984628e-20,7.173028996219883e-18,34.562569856806945
QI7726,-3.092191290157011,13.843408469100414,-16.405918378361267,1.1181824625843831e-19,8.080127506657062e-18,34.43276211723273
QI2536,1.3181931133645328,17.02195183073958,16.383263722473593,1.175006405803209e-19,8.41493426870316e-18,34.38254308405803
QI7810,-1.3555632995916742,12.06875814548397,-16.089462212039308,2.24509885032463e-19,1.5936228211021114e-17,33.72654107242505
QI6934,-1.232544907181353,15.150260792880276,-16.067459506875252,2.3574665500971053e-19,1.6587051928358668e-17,33.67705740725877
QI351,-0.34154987093167577,18.7464225948088,-15.76502718635596,4.636090996494103e-19,3.2335726854677567e-17,32.99179884882524
QI7696,4.961694046616353,12.551878228077843,15.633446547583496,6.240390016789895e-19,4.3150145107475643e-17,32.69066576973496
QI6460,-1.0633900865626842,17.565033495183958,-15.520047061249068,8.073593839188806e-19,5.5348971097549927e-17,32.42966774635627
C30:0 DAG,1.31308154929836,17.01398738308336,15.477715061688855,8.891446950254364e-19,6.043923388812733e-17,32.33188530496966
QI6757,-3.495067211429662,11.375667480908774,-15.377482287817877,1.1182078835558823e-18,7.5370970033628e-17,32.09959115459367
QI6813,-4.421212391376459,10.887730141622148,-15.339315756972514,1.2205358226805184e-18,8.158264861433698e-17,32.01085380138123
QI294,-2.0719485940521736,14.338477753015546,-15.177001343140201,1.774306135174255e-18,1.1761743396886529e-16,31.631707464256845
QI7750,-1.7153841022606446,11.192840622011719,-15.032786238015376,2.479816286814062e-18,1.6303775767652125e-16,31.292424334919605
QI326,-2.182602392814724,13.007350332205995,-14.630390878868385,6.387083064406671e-18,4.165105143057391e-16,30.33355079573531
QI7286,-4.523129387286506,12.207242809898773,-14.607253649400008,6.747824036816528e-18,4.3648626289762396e-16,30.277864746276006
QI267,-0.6039342504483365,16.811916917394612,-14.094349887699886,2.3165126917766958e-17,1.4864598640592703e-15,29.027719044339545
QI812,-1.1736394923488067,15.909071445795288,-14.084928016484202,2.3702621828571568e-17,1.5088788070394646e-15,29.004470252452105
QI2935,1.237484453298073,16.64681223066049,13.956453104298754,3.243962781495752e-17,2.048805155147829e-15,28.686418962548625
QI5029,1.7674897205869264,15.610593527273648,13.675936275082488,6.479314919640135e-17,4.060201950815119e-15,27.985220462780386
QI6766,-2.884451347066671,11.167421950034841,-13.585941717990377,8.105302039034767e-17,5.039738577914564e-15,27.758283848891093
QI304,-1.9647139070529036,14.072723312838782,-13.551360277097972,8.835791064022274e-17,5.451683086501743e-15,27.670823212705653
QI1575,-1.9057196764163997,14.783171020640893,-13.538546143351176,9.123214124020525e-17,5.586053472425086e-15,27.63837831672355
NH4_C34:0 DAG,0.9975433906613951,18.38355895891499,13.28827776456278,1.7114934703193236e-16,1.0399916004114618e-14,27.00074209003535
QI7162,-2.7903968759171622,11.859883210238378,-13.099215185083612,2.7666147843200107e-16,1.668497532709083e-14,26.514006452913062
QI5076,1.0734853594230316,17.677213941520986,12.979971306455946,3.753760318119426e-16,2.2469336948982028e-14,26.204766644659617
QI2907,1.278896866606532,15.952078296672397,12.96918785793684,3.8591130544759224e-16,2.292884874811213e-14,26.176715276347092
QI1246,-3.2409314902527626,11.096211920796504,-12.90704531622255,4.527744542098051e-16,2.6699931104829226e-14,26.01478219608641
QI327,-1.4547523424955227,10.849899341048346,-12.904255430026069,4.560392172249849e-16,2.6699931104829226e-14,26.007501035057093
QI7708,-1.8490865190107328,14.300362252702438,-12.819983173682393,5.66826142700899e-16,3.2945742685535586e-14,25.78710989272439
QI1542,-1.4711184615921784,14.916957249015702,-12.72422401202396,7.264943911585154e-16,4.19223849746939e-14,25.53560865678708
QI263,3.2132389741048293,13.471087605351583,12.628960887752921,9.309895619821227e-16,5.33390519761329e-14,25.284277432365055
QI6517,-0.6390917755149523,17.88217570931897,-12.520019172012933,1.2380076935858254e-15,7.042595539185749e-14,24.995468017071186
QI758,-1.0240770650964208,14.905788108985556,-12.44984063484741,1.4886746195979893e-15,8.408914875912305e-14,24.808633358612635
QI335,-0.6447622595701041,16.519016625166174,-12.359256498145243,1.8904076513894782e-15,1.0603468371884619e-13,24.566557354033787
QI5149,0.888787385306955,18.184780194304082,12.327881234053585,2.0539843935422804e-15,1.1440978347640715e-13,24.482469242858354
QI6250,-0.8945780838867954,18.135809260886845,-12.21946367920968,2.7387576647536628e-15,1.515005188206147e-13,24.190944090890635
QI6722,-1.8104868464021404,15.167745466265385,-12.201549898352855,2.87251336263739e-15,1.57811162203524e-13,24.142632275933902
NH4_C30:0 DAG,1.3043836653619358,17.17475558995642,12.08794351931214,3.8904697674307805e-15,2.1228202724192034e-13,23.835298275259895
QI6768,-2.5135983828360136,10.727791816560504,-12.015784430705908,4.7211515788693354e-15,2.5586727577101987e-13,23.639237489201996
QI2838,1.5555384070333123,14.55558395628232,11.933723432536532,5.888114770315714e-15,3.169702588771969e-13,23.41546610479434
C20:5 LPC,-1.2103095269783335,14.349327334810358,-11.758585270673507,9.461467969431192e-15,5.059362305520506e-13,22.935005229202204
QI226,-0.674366406654844,15.012273282355286,-11.672199730356466,1.1972521480560096e-14,6.359708264607453e-13,22.696574501831137
QI7660,-1.2127779554294715,12.280188851746972,-11.595675158572458,1.4760157950954954e-14,7.788896508198005e-13,22.484560538472675
QI5185,1.1150883633040163,15.773704360303995,11.512437879851419,1.8549921390575452e-14,9.724765978680112e-13,22.253094008390025
QI3200,0.702288440030614,18.160525023010603,11.426350933880327,2.3517925910510024e-14,1.2249174268064994e-12,22.01276508843559
QI5127,0.7704856810710154,18.274096311713063,11.390106433051402,2.5996359350454488e-14,1.3452696667741642e-12,21.911295763430026
QI2751,0.7093789400729875,18.59958646423132,11.34179620749567,2.971845466462464e-14,1.5280238773394501e-12,21.77578426762589
QI256,-0.8710354436553907,14.580944368549131,-11.253411063742371,3.7991501145028946e-14,1.9409543355686445e-12,21.52708263282404
QI7679,-3.118799641759521,12.005887651508907,-11.228860229905711,4.0680990273574774e-14,2.0652039429388813e-12,21.457821707911336
QI583,-0.690331601755652,16.254117764666738,-11.21829973213241,4.189667183751713e-14,2.1135421686083325e-12,21.428005326009867
QI767,-2.3549973787533016,13.533182051120564,-11.215921106269544,4.2175548273272806e-14,2.1143129543745073e-12,21.421287557126377
NH4_C32:0 DAG,0.8870825197361292,19.42402287745192,11.168884589129531,4.8095132398492825e-14,2.396093521542304e-12,21.288296020053266
C22:5 CE,-0.5057171826784419,21.942369401573362,-11.143787162182173,5.159258703636523e-14,2.5544700038190466e-12,21.217218499226643
C32:1 DAG,0.8190198029831386,18.74200903212124,11.111484382043809,5.6477847414875707e-14,2.779195178617902e-12,21.12561532923461
QI2509,-0.5376935149035127,18.42458066677916,-11.105395187011174,5.745015285863445e-14,2.8098029029213835e-12,21.108332705855688
C36:1 DAG,0.532706265979332,21.64813413039152,11.039573961493446,6.91124077495317e-14,3.3597007427817804e-12,20.92121061410357
QI347,-0.45029765780207853,16.32877026093992,-11.036090416888204,6.979282693693023e-14,3.3723389449464906e-12,20.911291726552854
QI6848,-1.0137226682621368,15.148666823779093,-11.013560040571527,7.436107941681533e-14,3.5715581916303943e-12,20.847101942316776
C34:1 DAG,0.4775831169369056,22.61790328983673,10.991423956600325,7.914556424838497e-14,3.778729588311285e-12,20.783971731968553
C16:0 Ceramide (d18:1),-0.6899678326648377,20.337202661530227,-10.95142691360335,8.859889879472765e-14,4.20504004279592e-12,20.6697433189874
QI5591,0.7224988648401904,17.11973179142773,10.940864325895783,9.128175270319932e-14,4.305579116480173e-12,20.639542959372463
C16:1 CE,0.4954082450613839,22.154728558590637,10.938895810544832,9.179080275752519e-14,4.305579116480173e-12,20.633913025329633
QI2438,-0.6129106635058434,18.667431235242937,-10.902298841500874,1.0179824241628539e-13,4.747230828029215e-12,20.529155067638417
QI932,2.938664965388906,11.900289633131111,10.897169596868142,1.0328685015162119e-13,4.788808237376611e-12,20.51445892912136
